"block","line","early.male.rival","early.male.focal","num.GFP.males","num.DGRP.males","late.male.rival","late.male.focal","num.laying.F.early","female.fitness.early","num.F.late1","num.F.late2","female.fitness.late","male.fitness.early","male.fitness.late","male.fitness.total","female.fitness.total"
"A2","361",159,38,8,4,48,109,5,97,4,4,30,0.192893401015228,0.694267515923567,0.443580458469398,63.5
"A2","361",28,52,2,3,28,110,4,76,5,5,16,0.65,0.797101449275362,0.723550724637681,46
"A2","361",46,27,7,0,100,0,4,91,2,2,21,0.36986301369863,0,0.184931506849315,56
"A2","361",23,115,9,5,52,98,5,87,4,4,19,0.833333333333333,0.653333333333333,0.743333333333333,53
"A2","361",24,26,8,5,66,128,3,46,3,1,0,0.52,0.65979381443299,0.589896907216495,23
"B3","361",60,31,4,3,1,0,5,110,1,1,1,0.340659340659341,0,0.17032967032967,55.5
"B3","361",60,12,5,3,0,0,5,99,3,3,1,0.166666666666667,NA,NA,50
"B3","361",45,26,9,4,0,1,5,52,2,2,11,0.366197183098592,1,0.683098591549296,31.5
"B3","361",61,50,6,3,3,0,5,92,5,4,0,0.45045045045045,0,0.225225225225225,46
"B3","361",60,18,5,3,11,0,5,85,4,4,7,0.230769230769231,0,0.115384615384615,46
"B3","361",28,32,7,3,40,21,4,39,3,3,1,0.533333333333333,0.344262295081967,0.43879781420765,20
"A4","362",0,17,8,5,16,11,4,70,2,2,0,1,0.407407407407407,0.703703703703704,35
"A4","362",0,42,4,3,13,6,5,68,5,4,0,1,0.315789473684211,0.657894736842105,34
"A4","362",9,7,9,5,7,19,5,74,3,3,1,0.4375,0.730769230769231,0.584134615384615,37.5
"A4","362",8,41,8,3,12,0,4,81,3,2,0,0.836734693877551,0,0.418367346938776,40.5
"A4","362",9,22,8,5,3,1,5,84,3,3,0,0.709677419354839,0.25,0.479838709677419,42
"A4","362",19,9,9,5,5,17,5,66,4,4,0,0.321428571428571,0.772727272727273,0.547077922077922,33
"A3","367",71,4,7,1,41,0,4,135,3,2,0,0.0533333333333333,0,0.0266666666666667,67.5
"A3","367",81,20,4,1,20,0,5,139,3,2,0,0.198019801980198,0,0.099009900990099,69.5
"A3","367",95,14,3,1,41,0,4,152,3,2,0,0.128440366972477,0,0.0642201834862385,76
"A3","367",38,17,6,2,47,6,4,136,3,2,0,0.309090909090909,0.113207547169811,0.21114922813036,68
"A3","367",79,16,7,1,34,0,5,141,3,3,0,0.168421052631579,0,0.0842105263157895,70.5
"A3","367",32,9,7,3,22,13,5,190,5,4,0,0.219512195121951,0.371428571428571,0.295470383275261,95
"A2","370",24,157,5,4,71,140,2,45,3,1,3,0.867403314917127,0.663507109004739,0.765455211960933,24
"A2","370",59,120,7,0,100,0,5,96,4,4,12,0.670391061452514,0,0.335195530726257,54
"A2","370",0,4,6,1,66,39,5,34,2,2,0,1,0.371428571428571,0.685714285714286,17
"A2","370",30,74,3,1,20,71,5,75,4,1,0,0.711538461538462,0.78021978021978,0.745879120879121,37.5
"A2","370",84,99,7,1,94,118,4,47,4,4,0,0.540983606557377,0.556603773584906,0.548793690071141,23.5
"A2","370",77,129,6,0,100,0,5,68,5,4,1,0.62621359223301,0,0.313106796116505,34.5
"A4","371",5,24,4,3,0,0,4,8,2,2,0,0.827586206896552,NA,NA,4
"A4","371",13,31,9,5,2,0,5,97,5,5,12,0.704545454545455,0,0.352272727272727,54.5
"A4","371",7,25,7,1,8,0,5,88,5,5,1,0.78125,0,0.390625,44.5
"A4","371",2,22,7,4,2,2,5,86,4,4,0,0.916666666666667,0.5,0.708333333333333,43
"A4","371",11,66,9,3,3,1,5,110,5,5,1,0.857142857142857,0.25,0.553571428571429,55.5
"A4","371",2,17,3,4,0,0,5,92,5,5,NA,0.894736842105263,NA,NA,NA
"C2","373",49,61,5,2,0,0,4,138,3,3,2,0.554545454545455,NA,NA,70
"C2","373",93,40,5,3,0,3,5,63,1,1,0,0.300751879699248,1,0.650375939849624,31.5
"C2","373",115,27,6,2,42,0,5,135,3,2,4,0.190140845070423,0,0.0950704225352113,69.5
"C2","373",105,74,6,4,76,2,5,57,5,1,0,0.41340782122905,0.0256410256410256,0.219524423435038,28.5
"C2","373",78,28,6,3,12,0,5,168,3,3,0,0.264150943396226,0,0.132075471698113,84
"C2","373",73,28,4,2,81,6,4,157,3,3,3,0.277227722772277,0.0689655172413793,0.173096620006828,80
"C2","375",69,33,6,2,7,1,4,115,4,4,0,0.323529411764706,0.125,0.224264705882353,57.5
"C2","375",81,93,7,1,0,0,5,134,5,4,0,0.53448275862069,NA,NA,67
"C2","375",80,66,3,4,5,2,5,149,5,5,9,0.452054794520548,0.285714285714286,0.368884540117417,79
"C2","375",73,75,6,4,41,7,4,87,4,4,0,0.506756756756757,0.145833333333333,0.326295045045045,43.5
"C2","375",71,81,5,3,87,51,5,62,5,4,0,0.532894736842105,0.369565217391304,0.451229977116705,31
"C2","375",26,83,8,5,21,44,5,117,4,3,3,0.761467889908257,0.676923076923077,0.719195483415667,60
"C3","379",30,25,6,3,30,1,5,39,5,5,0,0.454545454545455,0.032258064516129,0.243401759530792,19.5
"C3","379",47,41,6,2,5,0,5,111,5,5,9,0.465909090909091,0,0.232954545454545,60
"C3","379",20,16,4,3,0,3,5,76,5,4,4,0.444444444444444,1,0.722222222222222,40
"C3","379",13,42,8,3,1,6,5,103,4,5,19,0.763636363636364,0.857142857142857,0.81038961038961,61
"C3","379",10,37,8,1,0,5,4,55,4,4,0,0.787234042553192,1,0.893617021276596,27.5
"C3","379",17,26,10,3,1,18,5,107,5,5,20,0.604651162790698,0.947368421052632,0.776009791921665,63.5
"A2","380",64,42,9,2,58,128,5,157,3,3,124,0.39622641509434,0.688172043010753,0.542199229052546,140.5
"A2","380",65,73,7,5,86,51,5,159,4,4,76,0.528985507246377,0.372262773722628,0.450624140484502,117.5
"A2","380",22,120,9,5,45,145,5,150,4,4,55,0.845070422535211,0.763157894736842,0.804114158636027,102.5
"A2","380",54,100,8,3,26,100,5,112,3,3,15,0.649350649350649,0.793650793650794,0.721500721500721,63.5
"A2","380",16,120,5,5,47,121,5,169,3,3,62,0.882352941176471,0.720238095238095,0.801295518207283,115.5
"A2","380",62,54,9,2,113,167,5,153,4,4,151,0.46551724137931,0.596428571428571,0.530972906403941,152
"B3","382",54,42,6,2,0,0,5,47,4,4,0,0.4375,NA,NA,23.5
"B3","382",28,47,4,3,4,0,5,29,4,2,0,0.626666666666667,0,0.313333333333333,14.5
"B3","382",51,43,6,4,4,14,5,74,5,4,0,0.457446808510638,0.777777777777778,0.617612293144208,37
"B3","382",25,27,7,4,6,1,5,59,5,3,0,0.519230769230769,0.142857142857143,0.331043956043956,29.5
"B3","382",43,40,7,4,0,2,5,17,3,2,0,0.481927710843373,1,0.740963855421687,8.5
"B3","382",69,33,4,3,3,16,5,30,3,2,0,0.323529411764706,0.842105263157895,0.5828173374613,15
"A4","383",39,28,10,4,29,12,3,66,2,2,0,0.417910447761194,0.292682926829268,0.355296687295231,33
"A4","383",43,48,9,0,NA,NA,4,70,0,NA,NA,0.527472527472527,NA,NA,NA
"A4","383",7,30,8,5,26,32,5,69,1,0,NA,0.810810810810811,0.551724137931034,0.681267474370923,NA
"A4","383",19,14,8,4,10,5,5,101,2,2,0,0.424242424242424,0.333333333333333,0.378787878787879,50.5
"A4","383",9,24,7,5,30,3,5,97,3,1,0,0.727272727272727,0.0909090909090909,0.409090909090909,48.5
"A4","383",6,36,8,3,28,2,4,21,3,1,0,0.857142857142857,0.0666666666666667,0.461904761904762,10.5
"A2","385",106,73,5,0,100,0,5,144,4,4,19,0.407821229050279,0,0.20391061452514,81.5
"A2","385",79,79,4,5,140,44,5,84,2,2,0,0.5,0.239130434782609,0.369565217391304,42
"A2","385",88,74,6,1,122,37,5,187,3,4,28,0.45679012345679,0.232704402515723,0.344747262986257,107.5
"A2","385",77,73,6,5,51,76,5,152,2,2,0,0.486666666666667,0.598425196850394,0.54254593175853,76
"A2","385",99,58,1,0,100,0,5,92,4,4,19,0.369426751592357,0,0.184713375796178,55.5
"A2","385",88,33,6,3,71,97,5,165,3,2,12,0.272727272727273,0.577380952380952,0.425054112554113,88.5
"A2","391",139,41,8,4,99,51,4,9,5,4,4,0.227777777777778,0.34,0.283888888888889,6.5
"A2","391",67,42,7,0,100,0,5,42,4,4,5,0.385321100917431,0,0.192660550458716,23.5
"A2","391",126,75,9,2,125,57,5,37,4,4,34,0.373134328358209,0.313186813186813,0.343160570772511,35.5
"A2","391",81,83,4,2,96,46,5,70,4,3,34,0.50609756097561,0.323943661971831,0.41502061147372,52
"A2","391",16,37,6,4,48,105,4,58,3,3,28,0.69811320754717,0.686274509803922,0.692193858675546,43
"A2","391",104,97,6,3,11,55,5,151,5,5,68,0.482587064676617,0.833333333333333,0.657960199004975,109.5
"C3","392",53,43,8,1,9,0,5,128,0,NA,NA,0.447916666666667,0,0.223958333333333,NA
"C3","392",28,11,3,1,10,0,5,85,1,1,3,0.282051282051282,0,0.141025641025641,44
"C3","392",42,17,4,1,1,8,5,137,1,0,NA,0.288135593220339,0.888888888888889,0.588512241054614,NA
"C3","392",6,29,6,1,0,0,4,141,2,2,7,0.828571428571429,NA,NA,74
"C3","392",5,68,9,1,8,3,5,124,2,2,0,0.931506849315068,0.272727272727273,0.602117061021171,62
"C3","392",26,10,6,0,NA,NA,5,48,3,3,4,0.277777777777778,NA,NA,26
"A4","395",28,72,10,4,7,16,5,57,3,3,0,0.72,0.695652173913043,0.707826086956522,28.5
"A4","395",0,69,7,3,11,15,5,109,4,4,0,1,0.576923076923077,0.788461538461538,54.5
"A4","395",6,16,8,4,6,3,5,14,5,5,0,0.727272727272727,0.333333333333333,0.53030303030303,7
"A4","395",33,53,4,4,7,18,5,167,4,4,0,0.616279069767442,0.72,0.668139534883721,83.5
"A4","395",50,39,9,3,6,10,5,127,4,5,1,0.438202247191011,0.625,0.531601123595506,64
"A4","395",17,32,8,4,1,4,5,90,5,4,0,0.653061224489796,0.8,0.726530612244898,45
"C2","399",42,88,7,2,32,3,5,78,3,1,0,0.676923076923077,0.0857142857142857,0.381318681318681,39
"C2","399",34,75,3,1,7,9,4,86,2,1,0,0.688073394495413,0.5625,0.625286697247706,43
"C2","399",56,48,6,0,100,0,2,44,2,2,0,0.461538461538462,0,0.230769230769231,22
"C2","399",59,34,7,0,100,0,5,27,4,3,0,0.365591397849462,0,0.182795698924731,13.5
"C2","399",84,48,7,1,160,8,5,81,3,3,1,0.363636363636364,0.0476190476190476,0.205627705627706,41
"C2","399",55,75,8,3,58,20,4,94,2,1,0,0.576923076923077,0.256410256410256,0.416666666666667,47
"C3","40",24,47,5,2,27,37,5,87,4,4,4,0.661971830985915,0.578125,0.620048415492958,45.5
"C3","40",7,18,5,4,3,2,3,8,3,1,0,0.72,0.4,0.56,4
"C3","40",20,17,9,4,7,0,4,36,2,2,0,0.459459459459459,0,0.22972972972973,18
"C3","40",9,27,5,3,23,5,5,29,5,5,1,0.75,0.178571428571429,0.464285714285714,15
"C3","40",10,27,5,4,35,23,5,19,4,2,0,0.72972972972973,0.396551724137931,0.56314072693383,9.5
"C3","40",5,32,9,5,2,0,4,30,3,2,0,0.864864864864865,0,0.432432432432432,15
"C1","405",21,126,6,3,74,33,5,122,4,4,79,0.857142857142857,0.308411214953271,0.582777036048064,100.5
"C1","405",93,135,8,2,90,9,5,110,5,5,81,0.592105263157895,0.0909090909090909,0.341507177033493,95.5
"C1","405",21,123,9,4,0,0,5,91,4,4,41,0.854166666666667,NA,NA,66
"C1","405",19,94,9,3,8,6,5,77,4,3,52,0.831858407079646,0.428571428571429,0.630214917825537,64.5
"C1","405",24,107,8,2,75,19,5,87,4,4,59,0.816793893129771,0.202127659574468,0.50946077635212,73
"C1","405",58,137,10,5,16,44,4,54,4,4,60,0.702564102564103,0.733333333333333,0.717948717948718,57
"C2","406",61,52,3,1,0,0,5,150,2,2,0,0.460176991150442,NA,NA,75
"C2","406",72,30,5,1,0,0,4,89,4,4,0,0.294117647058824,NA,NA,44.5
"C2","406",69,24,6,0,100,0,5,31,2,0,0,0.258064516129032,0,0.129032258064516,15.5
"C2","406",78,17,8,0,100,0,4,123,4,4,0,0.178947368421053,0,0.0894736842105263,61.5
"C2","406",125,34,7,1,39,19,4,137,2,1,4,0.213836477987421,0.327586206896552,0.270711342441987,70.5
"C2","406",83,20,7,1,46,6,4,110,2,2,0,0.194174757281553,0.115384615384615,0.154779686333084,55
"B2","427",200,0,5,0,100,0,5,132,5,5,5,0,0,0,68.5
"B2","427",68,117,4,2,74,5,5,181,2,2,0,0.632432432432432,0.0632911392405063,0.347861785836469,90.5
"B2","427",125,40,4,3,58,54,5,86,4,4,6,0.242424242424242,0.482142857142857,0.36228354978355,46
"B2","427",44,138,7,2,57,74,3,83,3,3,1,0.758241758241758,0.564885496183206,0.661563627212482,42
"B2","427",74,82,5,4,96,65,4,92,4,4,1,0.525641025641026,0.403726708074534,0.46468386685778,46.5
"B2","427",97,72,7,4,75,67,5,76,4,3,0,0.42603550295858,0.471830985915493,0.448933244437036,38
"A3","437",85,17,5,0,100,0,5,39,2,1,0,0.166666666666667,0,0.0833333333333333,19.5
"A3","437",22,45,6,2,36,6,5,0,2,1,0,0.671641791044776,0.142857142857143,0.40724946695096,0
"A3","437",52,73,5,2,29,18,5,81,0,NA,NA,0.584,0.382978723404255,0.483489361702128,NA
"A3","437",66,59,3,2,41,27,5,36,0,NA,NA,0.472,0.397058823529412,0.434529411764706,NA
"A3","437",38,48,3,4,0,46,5,60,4,2,0,0.558139534883721,1,0.779069767441861,30
"A3","437",84,12,4,2,46,0,5,14,1,1,0,0.125,0,0.0625,7
"A4","439",22,57,4,4,1,0,4,31,4,3,0,0.721518987341772,0,0.360759493670886,15.5
"A4","439",9,15,1,1,1,0,5,66,2,2,0,0.625,0,0.3125,33
"A4","439",33,10,9,1,0,0,5,118,3,3,0,0.232558139534884,NA,NA,59
"A4","439",5,33,7,1,0,0,5,112,3,2,0,0.868421052631579,NA,NA,56
"A4","439",16,17,7,2,3,1,5,63,5,5,27,0.515151515151515,0.25,0.382575757575758,45
"A4","439",16,13,10,4,27,0,4,40,2,2,1,0.448275862068966,0,0.224137931034483,20.5
"C1","440",27,164,8,4,34,58,5,99,5,5,34,0.858638743455497,0.630434782608696,0.744536763032096,66.5
"C1","440",19,83,8,3,100,50,5,23,5,5,120,0.813725490196078,0.333333333333333,0.573529411764706,71.5
"C1","440",41,137,9,3,49,69,5,104,4,4,87,0.769662921348315,0.584745762711864,0.67720434203009,95.5
"C1","440",36,176,10,3,46,39,4,45,3,3,78,0.830188679245283,0.458823529411765,0.644506104328524,61.5
"C1","440",44,124,6,5,13,131,5,110,3,3,30,0.738095238095238,0.909722222222222,0.82390873015873,70
"C1","440",36,156,8,3,9,95,5,40,5,5,191,0.8125,0.913461538461538,0.862980769230769,115.5
"C2","441",15,135,9,4,20,29,5,154,5,4,1,0.9,0.591836734693878,0.745918367346939,77.5
"C2","441",29,33,6,4,50,48,4,143,4,4,1,0.532258064516129,0.489795918367347,0.511026991441738,72
"C2","441",27,103,3,4,11,39,5,159,5,5,0,0.792307692307692,0.78,0.786153846153846,79.5
"C2","441",58,47,8,3,18,3,5,156,4,2,0,0.447619047619048,0.142857142857143,0.295238095238095,78
"C2","441",63,71,7,5,49,89,4,131,4,4,4,0.529850746268657,0.644927536231884,0.58738914125027,67.5
"C2","441",31,35,8,5,95,44,2,31,0,0,24,0.53030303030303,0.316546762589928,0.423424896446479,27.5
"A3","443",49,63,1,1,0,6,5,153,3,3,4,0.5625,1,0.78125,78.5
"A3","443",69,60,6,2,78,6,5,87,3,3,59,0.465116279069767,0.0714285714285714,0.268272425249169,73
"A3","443",53,56,3,4,3,15,4,121,1,1,7,0.513761467889908,0.833333333333333,0.673547400611621,64
"A3","443",61,38,6,0,100,0,5,104,2,1,0,0.383838383838384,0,0.191919191919192,52
"A3","443",60,37,5,1,65,3,5,126,1,1,0,0.381443298969072,0.0441176470588235,0.212780473013948,63
"A3","443",34,37,3,2,6,15,5,77,2,1,19,0.52112676056338,0.714285714285714,0.617706237424547,48
"C1","45",89,72,9,4,63,2,5,206,4,3,62,0.447204968944099,0.0307692307692308,0.238987099856665,134
"C1","45",92,119,9,5,52,12,5,154,3,2,11,0.563981042654028,0.1875,0.375740521327014,82.5
"C1","45",115,83,7,5,90,5,5,119,5,4,66,0.419191919191919,0.0526315789473684,0.235911749069644,92.5
"C1","45",72,113,10,5,86,0,5,175,3,2,14,0.610810810810811,0,0.305405405405405,94.5
"C1","45",47,146,10,5,52,4,5,137,4,2,3,0.756476683937824,0.0714285714285714,0.413952627683198,70
"C1","45",42,169,8,5,28,4,5,177,2,1,0,0.800947867298578,0.125,0.462973933649289,88.5
"C1","486",42,117,9,5,31,77,5,70,5,5,16,0.735849056603774,0.712962962962963,0.724406009783368,43
"C1","486",53,84,8,3,8,59,4,68,3,3,21,0.613138686131387,0.880597014925373,0.74686785052838,44.5
"C1","486",21,101,10,4,37,20,4,55,4,3,5,0.827868852459016,0.350877192982456,0.589373022720736,30
"C1","486",39,63,8,4,11,44,5,21,4,3,11,0.617647058823529,0.8,0.708823529411765,16
"C1","486",2,104,8,5,1,31,5,6,5,5,10,0.981132075471698,0.96875,0.974941037735849,8
"C1","486",15,231,7,5,4,36,4,7,3,3,2,0.939024390243902,0.9,0.919512195121951,4.5
"A2","491",61,108,2,5,25,99,5,17,5,5,9,0.63905325443787,0.798387096774194,0.718720175606032,13
"A2","491",24,57,1,4,76,108,5,8,5,5,45,0.703703703703704,0.58695652173913,0.645330112721417,26.5
"A2","491",83,103,4,2,4,188,5,22,3,3,3,0.553763440860215,0.979166666666667,0.766465053763441,12.5
"A2","491",0,0,3,3,4,153,5,13,5,5,9,NA,0.974522292993631,NA,11
"A2","491",73,117,6,5,28,151,5,52,5,5,8,0.615789473684211,0.843575418994413,0.729682446339312,30
"A2","491",77,83,8,4,24,182,5,113,3,3,57,0.51875,0.883495145631068,0.701122572815534,85
"A3","502",20,73,4,3,12,5,5,110,2,1,2,0.78494623655914,0.294117647058824,0.539531941808982,56
"A3","502",58,53,5,1,23,48,4,93,3,3,9,0.477477477477477,0.676056338028169,0.576766907752823,51
"A3","502",60,49,3,1,37,30,5,127,4,4,11,0.44954128440367,0.447761194029851,0.44865123921676,69
"A3","502",48,57,4,1,0,0,4,44,2,2,3,0.542857142857143,NA,NA,23.5
"A3","502",102,40,3,1,4,9,5,112,0,NA,NA,0.28169014084507,0.692307692307692,0.486998916576381,NA
"A3","502",86,61,2,1,12,47,5,41,0,NA,NA,0.414965986394558,0.796610169491525,0.605788077943042,NA
"C2","509",62,11,6,4,20,0,5,131,5,5,4,0.150684931506849,0,0.0753424657534247,67.5
"C2","509",63,45,5,3,32,2,5,192,5,5,0,0.416666666666667,0.0588235294117647,0.237745098039216,96
"C2","509",68,35,6,5,2,2,5,150,4,3,0,0.339805825242718,0.5,0.419902912621359,75
"C2","509",47,15,8,4,89,6,4,70,3,3,0,0.241935483870968,0.0631578947368421,0.152546689303905,35
"C2","509",50,15,8,5,14,24,4,122,4,3,0,0.230769230769231,0.631578947368421,0.431174089068826,61
"C2","509",76,31,8,3,63,27,5,105,4,4,0,0.289719626168224,0.3,0.294859813084112,52.5
"B2","513",141,55,7,3,152,36,5,107,4,3,15,0.280612244897959,0.191489361702128,0.236050803300043,61
"B2","513",116,51,9,2,124,26,5,44,4,4,4,0.305389221556886,0.173333333333333,0.23936127744511,24
"B2","513",99,29,4,3,142,48,5,79,4,4,5,0.2265625,0.252631578947368,0.239597039473684,42
"B2","513",97,22,8,4,53,27,5,92,4,3,1,0.184873949579832,0.3375,0.261186974789916,46.5
"B2","513",98,72,5,0,100,0,5,87,4,4,2,0.423529411764706,0,0.211764705882353,44.5
"B2","513",98,91,8,4,42,21,5,171,4,4,0,0.481481481481481,0.333333333333333,0.407407407407407,85.5
"B3","517",40,45,9,1,0,0,5,61,5,3,0,0.529411764705882,NA,NA,30.5
"B3","517",39,42,6,0,100,0,5,127,2,1,0,0.518518518518518,0,0.259259259259259,63.5
"B3","517",28,70,9,1,1,0,5,113,3,3,5,0.714285714285714,0,0.357142857142857,59
"B3","517",62,19,8,0,100,0,5,91,3,3,8,0.234567901234568,0,0.117283950617284,49.5
"B3","517",35,61,8,0,100,0,5,93,3,3,NA,0.635416666666667,0,0.317708333333333,NA
"B3","517",48,30,4,1,4,0,5,76,NA,3,0,0.384615384615385,0,0.192307692307692,38
"C3","530",22,16,5,5,5,0,5,106,2,2,3,0.421052631578947,0,0.210526315789474,54.5
"C3","530",9,17,5,2,50,12,5,88,5,5,10,0.653846153846154,0.193548387096774,0.423697270471464,49
"C3","530",33,27,7,4,12,0,5,102,3,3,7,0.45,0,0.225,54.5
"C3","530",21,18,2,0,NA,NA,5,109,4,3,3,0.461538461538462,NA,NA,56
"C3","530",9,37,5,5,17,7,5,123,4,4,2,0.804347826086957,0.291666666666667,0.548007246376812,62.5
"C3","530",17,11,8,4,7,6,4,87,4,4,0,0.392857142857143,0.461538461538462,0.427197802197802,43.5
"B2","531",44,114,6,4,69,100,5,27,3,2,0,0.721518987341772,0.591715976331361,0.656617481836567,13.5
"B2","531",124,131,1,1,11,15,5,6,2,2,0,0.513725490196078,0.576923076923077,0.545324283559578,3
"B2","531",87,124,10,2,102,69,5,2,2,2,0,0.587677725118483,0.403508771929825,0.495593248524154,1
"B2","531",63,88,9,2,53,124,3,4,2,1,0,0.582781456953642,0.700564971751412,0.641673214352527,2
"B2","531",63,87,9,3,74,53,5,24,5,2,0,0.58,0.417322834645669,0.498661417322835,12
"B2","531",49,116,9,5,31,40,5,4,1,1,0,0.703030303030303,0.563380281690141,0.633205292360222,2
"A2","535",12,120,4,1,5,63,4,222,4,4,67,0.909090909090909,0.926470588235294,0.917780748663102,144.5
"A2","535",10,114,2,2,0,31,5,182,2,2,4,0.919354838709677,1,0.959677419354839,93
"A2","535",33,68,7,4,7,168,5,207,3,3,61,0.673267326732673,0.96,0.816633663366337,134
"A2","535",NA,NA,2,1,84,139,5,200,5,5,205,NA,0.623318385650224,NA,202.5
"A2","535",33,55,2,1,63,75,5,218,5,5,120,0.625,0.543478260869565,0.584239130434783,169
"A2","535",65,32,4,4,32,23,5,120,5,5,75,0.329896907216495,0.418181818181818,0.374039362699156,97.5
"C3","57",24,36,8,2,37,7,5,63,4,4,1,0.6,0.159090909090909,0.379545454545455,32
"C3","57",29,41,3,2,11,17,5,49,2,2,8,0.585714285714286,0.607142857142857,0.596428571428571,28.5
"C3","57",28,40,5,4,13,0,4,11,4,3,0,0.588235294117647,0,0.294117647058824,5.5
"C3","57",8,14,5,1,8,34,5,84,4,4,8,0.636363636363636,0.80952380952381,0.722943722943723,46
"C3","57",20,15,7,3,0,0,5,49,3,3,0,0.428571428571429,NA,NA,24.5
"C3","57",17,39,6,1,8,5,5,66,2,2,5,0.696428571428571,0.384615384615385,0.540521978021978,35.5
"B2","584",106,79,7,5,98,15,4,190,4,4,53,0.427027027027027,0.132743362831858,0.279885194929443,121.5
"B2","584",69,65,8,4,103,40,5,210,5,5,27,0.485074626865672,0.27972027972028,0.382397453292976,118.5
"B2","584",54,101,4,4,88,59,5,106,4,4,28,0.651612903225806,0.401360544217687,0.526486723721747,67
"B2","584",28,52,8,4,60,24,5,229,4,3,9,0.65,0.285714285714286,0.467857142857143,119
"B2","584",26,112,9,4,74,16,5,209,4,4,43,0.811594202898551,0.177777777777778,0.494685990338164,126
"B2","584",65,91,10,4,126,61,5,207,4,4,76,0.583333333333333,0.32620320855615,0.454768270944742,141.5
"C3","589",24,26,5,2,0,3,5,78,5,5,1,0.52,1,0.76,39.5
"C3","589",39,43,5,4,8,5,5,132,5,4,3,0.524390243902439,0.384615384615385,0.454502814258912,67.5
"C3","589",41,8,7,5,7,3,4,76,3,3,0,0.163265306122449,0.3,0.231632653061224,38
"C3","589",15,32,6,4,20,18,5,95,4,3,5,0.680851063829787,0.473684210526316,0.577267637178052,50
"C3","589",9,27,8,4,4,17,5,93,3,3,1,0.75,0.80952380952381,0.779761904761905,47
"C3","589",16,22,6,5,19,0,5,92,3,2,1,0.578947368421053,0,0.289473684210526,46.5
"A4","59",15,66,9,3,0,7,3,40,2,2,0,0.814814814814815,1,0.907407407407407,20
"A4","59",17,31,5,3,1,16,2,47,2,2,0,0.645833333333333,0.941176470588235,0.793504901960784,23.5
"A4","59",19,25,8,5,3,2,5,92,2,2,0,0.568181818181818,0.4,0.484090909090909,46
"A4","59",7,25,8,3,9,14,4,62,4,3,4,0.78125,0.608695652173913,0.694972826086957,33
"A4","59",11,50,7,5,5,10,5,135,3,3,33,0.819672131147541,0.666666666666667,0.743169398907104,84
"A4","59",6,20,8,0,NA,NA,5,175,3,3,6,0.769230769230769,NA,NA,90.5
"C2","591",95,9,7,1,7,3,3,88,2,1,1,0.0865384615384615,0.3,0.193269230769231,44.5
"C2","591",78,0,6,1,10,0,5,71,3,0,0,0,0,0,35.5
"C2","591",55,0,8,1,88,0,5,136,3,1,0,0,0,0,68
"C2","591",122,14,6,0,100,0,5,61,4,4,0,0.102941176470588,0,0.0514705882352941,30.5
"C2","591",57,5,9,0,100,0,5,34,5,2,0,0.0806451612903226,0,0.0403225806451613,17
"C2","591",114,36,7,0,100,0,5,98,2,3,3,0.24,0,0.12,50.5
"C3","596",34,26,9,3,13,2,5,114,3,3,0,0.433333333333333,0.133333333333333,0.283333333333333,57
"C3","596",22,20,9,3,25,8,3,112,3,3,2,0.476190476190476,0.242424242424242,0.359307359307359,57
"C3","596",33,15,5,4,4,9,5,209,3,3,7,0.3125,0.692307692307692,0.502403846153846,108
"C3","596",11,22,6,2,5,0,4,115,4,4,10,0.666666666666667,0,0.333333333333333,62.5
"C3","596",30,34,6,2,14,6,4,99,3,2,1,0.53125,0.3,0.415625,50
"C3","596",15,16,8,4,8,1,5,157,2,2,NA,0.516129032258065,0.111111111111111,0.313620071684588,NA
"B1","703",18,51,9,NA,84,2,5,88,5,3,3,0.739130434782609,0.0232558139534884,0.381193124368049,45.5
"B1","703",56,39,13,NA,58,6,5,102,4,4,5,0.410526315789474,0.09375,0.252138157894737,53.5
"B1","703",33,70,12,NA,7,0,5,117,3,2,6,0.679611650485437,0,0.339805825242718,61.5
"B1","703",87,64,9,NA,50,0,5,61,4,4,NA,0.423841059602649,0,0.211920529801325,NA
