"block","line","early.male.rival","early.male.focal","num.GFP.males","num.DGRP.males","late.male.rival","late.male.focal","num.laying.F.early","female.fitness.early","num.F.late1","num.F.late2","female.fitness.late","male.fitness.early","male.fitness.late","male.fitness.total","female.fitness.total"
"B1","703",45,33,12,NA,40,8,5,66,5,4,7,0.423076923076923,0.166666666666667,0.294871794871795,36.5
"B1","703",44,11,13,NA,43,15,4,91,3,3,12,0.2,0.258620689655172,0.229310344827586,51.5
"A4","705",17,31,10,4,8,5,5,92,5,5,0,0.645833333333333,0.384615384615385,0.515224358974359,46
"A4","705",35,41,8,3,2,2,5,39,5,5,0,0.539473684210526,0.5,0.519736842105263,19.5
"A4","705",25,21,8,3,4,2,4,129,4,4,1,0.456521739130435,0.333333333333333,0.394927536231884,65
"A4","705",19,27,4,3,0,0,5,44,2,3,1,0.58695652173913,NA,NA,22.5
"A4","705",15,30,8,2,1,0,5,22,4,4,0,0.666666666666667,0,0.333333333333333,11
"A4","705",25,27,8,3,4,2,5,18,5,3,3,0.519230769230769,0.333333333333333,0.426282051282051,10.5
"A3","707",25,42,7,4,12,76,5,27,4,4,1,0.626865671641791,0.863636363636364,0.745251017639077,14
"A3","707",39,95,4,4,18,7,5,56,3,3,4,0.708955223880597,0.28,0.494477611940299,30
"A3","707",51,49,5,1,11,0,5,61,1,0,NA,0.49,0,0.245,NA
"A3","707",55,25,6,3,58,12,5,63,5,5,9,0.3125,0.171428571428571,0.241964285714286,36
"A3","707",39,29,5,1,67,0,5,43,2,2,5,0.426470588235294,0,0.213235294117647,24
"A3","707",48,41,5,3,34,3,5,57,3,3,1,0.460674157303371,0.0810810810810811,0.270877619192226,29
"B2","712",17,136,8,5,88,74,5,341,4,3,44,0.888888888888889,0.45679012345679,0.672839506172839,192.5
"B2","712",13,138,4,2,60,42,4,269,3,3,40,0.913907284768212,0.411764705882353,0.662835995325282,154.5
"B2","712",33,112,9,4,64,60,5,186,4,4,19,0.772413793103448,0.483870967741935,0.628142380422692,102.5
"B2","712",30,83,5,3,6,2,5,127,4,4,48,0.734513274336283,0.25,0.492256637168142,87.5
"B2","712",26,111,7,3,25,54,5,137,3,2,64,0.81021897810219,0.683544303797468,0.746881640949829,100.5
"B2","712",45,126,6,2,42,50,5,273,5,5,197,0.736842105263158,0.543478260869565,0.640160183066361,235
"B2","716",114,70,7,2,149,41,5,101,3,3,0,0.380434782608696,0.215789473684211,0.298112128146453,50.5
"B2","716",71,55,7,4,135,50,5,33,2,1,0,0.436507936507937,0.27027027027027,0.353389103389103,16.5
"B2","716",91,83,8,2,91,31,5,19,3,2,0,0.477011494252874,0.254098360655738,0.365554927454306,9.5
"B2","716",63,130,9,3,44,74,4,6,2,NA,0,0.673575129533679,0.627118644067797,0.650346886800738,3
"B2","716",70,110,8,4,73,63,5,14,4,3,3,0.611111111111111,0.463235294117647,0.537173202614379,8.5
"B2","716",79,130,6,3,96,34,5,60,2,1,0,0.62200956937799,0.261538461538462,0.441774015458226,30
"B3","721",44,53,4,3,11,0,5,119,3,1,18,0.54639175257732,0,0.27319587628866,68.5
"B3","721",22,31,10,1,12,0,5,125,5,5,13,0.584905660377358,0,0.292452830188679,69
"B3","721",25,29,9,3,17,4,5,69,4,0,NA,0.537037037037037,0.19047619047619,0.363756613756614,NA
"B3","721",24,59,6,1,12,2,5,122,5,4,35,0.710843373493976,0.142857142857143,0.426850258175559,78.5
"B3","721",22,19,5,2,0,0,5,47,2,1,0,0.463414634146341,NA,NA,23.5
"B3","721",21,22,8,3,3,0,5,66,5,3,0,0.511627906976744,0,0.255813953488372,33
"B1","732",0,87,12,NA,20,82,5,87,5,4,29,1,0.803921568627451,0.901960784313726,58
"B1","732",37,138,12,NA,28,79,5,9,5,5,76,0.788571428571429,0.738317757009346,0.763444592790387,42.5
"B1","732",14,110,11,NA,2,28,5,25,2,1,20,0.887096774193548,0.933333333333333,0.910215053763441,22.5
"B1","732",3,194,12,NA,60,53,5,106,2,2,29,0.984771573604061,0.469026548672566,0.726899061138314,67.5
"B1","732",9,87,10,NA,22,30,5,63,5,4,19,0.90625,0.576923076923077,0.741586538461538,41
"B1","732",5,228,13,NA,37,9,5,33,4,3,58,0.978540772532189,0.195652173913043,0.587096473222616,45.5
"B3","738",14,70,4,3,23,4,5,301,4,4,3,0.833333333333333,0.148148148148148,0.490740740740741,152
"B3","738",13,101,3,2,1,3,5,233,3,3,3,0.885964912280702,0.75,0.817982456140351,118
"B3","738",6,47,5,4,0,3,5,273,4,4,35,0.886792452830189,1,0.943396226415094,154
"B3","738",11,34,5,3,0,2,5,236,5,5,1,0.755555555555556,1,0.877777777777778,118.5
"B3","738",20,17,5,1,7,0,5,235,5,5,68,0.459459459459459,0,0.22972972972973,151.5
"B3","738",29,64,3,1,38,21,4,198,3,3,3,0.688172043010753,0.355932203389831,0.522052123200292,100.5
"C3","748",26,31,6,4,15,0,5,170,1,0,NA,0.543859649122807,0,0.271929824561404,NA
"C3","748",29,33,7,2,4,23,4,182,0,NA,NA,0.532258064516129,0.851851851851852,0.69205495818399,NA
"C3","748",18,15,1,1,7,25,5,156,2,2,29,0.454545454545455,0.78125,0.617897727272727,92.5
"C3","748",9,42,6,3,8,2,5,149,1,1,2,0.823529411764706,0.2,0.511764705882353,75.5
"C3","748",11,27,NA,NA,6,11,5,184,1,0,4,0.710526315789474,0.647058823529412,0.678792569659443,94
"C3","748",4,23,2,1,14,16,5,193,1,1,2,0.851851851851852,0.533333333333333,0.692592592592593,97.5
"B2","75",174,69,7,3,66,43,5,148,4,3,9,0.283950617283951,0.394495412844037,0.339223015063994,78.5
"B2","75",43,74,8,4,118,113,5,113,3,3,NA,0.632478632478632,0.489177489177489,0.560828060828061,NA
"B2","75",40,90,7,5,28,83,5,195,4,4,1,0.692307692307692,0.747747747747748,0.72002772002772,98
"B2","75",51,101,9,4,64,53,5,217,5,4,2,0.664473684210526,0.452991452991453,0.55873256860099,109.5
"B2","75",73,108,3,0,100,0,5,220,5,5,1,0.596685082872928,0,0.298342541436464,110.5
"B2","75",123,64,6,2,56,5,5,274,3,3,8,0.342245989304813,0.0819672131147541,0.212106601209783,141
"B2","757",76,118,7,3,136,18,5,12,5,2,1,0.608247422680412,0.116883116883117,0.362565269781765,6.5
"B2","757",103,58,8,3,24,23,3,81,2,1,0,0.360248447204969,0.48936170212766,0.424805074666314,40.5
"B2","757",150,83,8,2,98,100,5,24,3,3,10,0.356223175965665,0.505050505050505,0.430636840508085,17
"B2","757",121,33,9,4,60,54,5,69,4,3,8,0.214285714285714,0.473684210526316,0.343984962406015,38.5
"B2","757",136,40,9,2,95,59,5,136,5,5,38,0.227272727272727,0.383116883116883,0.305194805194805,87
"B2","757",142,68,8,2,84,44,3,20,1,1,0,0.323809523809524,0.34375,0.333779761904762,10
"B2","761",90,99,4,5,53,51,5,205,3,3,76,0.523809523809524,0.490384615384615,0.50709706959707,140.5
"B2","761",18,53,8,4,71,129,5,173,5,4,27,0.746478873239437,0.645,0.695739436619718,100
"B2","761",62,102,7,5,75,109,5,116,5,5,30,0.621951219512195,0.592391304347826,0.607171261930011,73
"B2","761",17,81,5,2,37,61,5,210,3,2,45,0.826530612244898,0.622448979591837,0.724489795918367,127.5
"B2","761",NA,NA,0,0,100,0,5,217,2,2,49,NA,0,NA,133
"B2","761",50,97,8,4,111,33,5,243,4,4,0,0.659863945578231,0.229166666666667,0.444515306122449,121.5
"B1","765",36,160,5,NA,64,0,5,98,3,2,0,0.816326530612245,0,0.408163265306122,49
"B1","765",76,131,8,NA,60,13,5,58,2,2,17,0.632850241545894,0.178082191780822,0.405466216663358,37.5
"B1","765",3,53,9,NA,11,0,5,58,2,2,0,0.946428571428571,0,0.473214285714286,29
"B1","765",35,21,10,NA,41,0,5,97,4,4,1,0.375,0,0.1875,49
"B1","765",16,142,4,NA,1,0,5,125,4,1,3,0.89873417721519,0,0.449367088607595,64
"B1","765",93,60,9,NA,43,12,5,106,3,3,1,0.392156862745098,0.218181818181818,0.305169340463458,53.5
"B3","776",68,24,7,0,100,0,4,53,4,2,0,0.260869565217391,0,0.130434782608696,26.5
"B3","776",44,45,4,0,100,0,5,70,3,1,0,0.50561797752809,0,0.252808988764045,35
"B3","776",25,31,9,3,1,0,5,83,4,0,0,0.553571428571429,0,0.276785714285714,41.5
"B3","776",20,26,8,1,5,0,4,81,4,2,1,0.565217391304348,0,0.282608695652174,41
"B3","776",21,19,4,0,100,0,5,78,4,1,NA,0.475,0,0.2375,NA
"B3","776",46,12,9,4,9,2,5,103,4,1,0,0.206896551724138,0.181818181818182,0.19435736677116,51.5
"B1","783",9,177,13,NA,37,23,5,119,1,1,21,0.951612903225806,0.383333333333333,0.66747311827957,70
"B1","783",15,88,14,NA,16,83,5,135,2,2,64,0.854368932038835,0.838383838383838,0.846376385211337,99.5
"B1","783",2,127,15,NA,36,55,5,142,2,2,43,0.984496124031008,0.604395604395604,0.794445864213306,92.5
"B1","783",5,103,13,NA,32,4,5,88,3,2,7,0.953703703703704,0.111111111111111,0.532407407407407,47.5
"B1","783",261,17,12,NA,83,0,5,101,4,3,48,0.0611510791366906,0,0.0305755395683453,74.5
"B1","783",84,77,10,NA,42,76,5,153,4,4,64,0.478260869565217,0.644067796610169,0.561164333087693,108.5
"B1","787",1,126,13,NA,21,93,5,72,5,4,0,0.992125984251969,0.815789473684211,0.90395772896809,36
"B1","787",70,259,9,NA,92,7,5,128,5,4,27,0.787234042553192,0.0707070707070707,0.428970556630131,77.5
"B1","787",61,212,9,NA,20,22,5,14,4,2,0,0.776556776556777,0.523809523809524,0.65018315018315,7
"B1","787",6,21,11,NA,117,0,4,57,1,1,2,0.777777777777778,0,0.388888888888889,29.5
"B1","787",43,174,11,NA,57,0,5,25,3,2,14,0.80184331797235,0,0.400921658986175,19.5
"B1","787",21,113,11,NA,126,71,5,108,3,2,26,0.843283582089552,0.360406091370558,0.601844836730055,67
"C3","790",25,23,6,5,0,0,5,22,1,0,NA,0.479166666666667,NA,NA,NA
"C3","790",23,28,8,1,19,0,5,30,4,0,NA,0.549019607843137,0,0.274509803921569,NA
"C3","790",51,30,8,2,12,0,5,59,1,0,NA,0.37037037037037,0,0.185185185185185,NA
"C3","790",3,6,5,4,17,0,5,38,3,1,0,0.666666666666667,0,0.333333333333333,19
"C3","790",32,31,9,4,19,6,4,24,3,0,NA,0.492063492063492,0.24,0.366031746031746,NA
"C3","790",20,8,6,1,1,8,4,63,1,0,1,0.285714285714286,0.888888888888889,0.587301587301587,32
"B3","796",39,46,9,2,19,0,5,123,2,2,0,0.541176470588235,0,0.270588235294118,61.5
"B3","796",50,19,6,5,4,10,5,90,3,4,21,0.27536231884058,0.714285714285714,0.494824016563147,55.5
"B3","796",27,53,5,4,4,5,5,120,2,1,0,0.6625,0.555555555555556,0.609027777777778,60
"B3","796",67,91,7,3,10,13,5,125,3,1,4,0.575949367088608,0.565217391304348,0.570583379196478,64.5
"B3","796",44,27,7,4,19,1,5,115,4,4,8,0.380281690140845,0.05,0.215140845070423,61.5
"B3","796",31,34,4,1,48,12,5,104,4,4,11,0.523076923076923,0.2,0.361538461538462,57.5
"C3","801",26,12,3,1,3,11,5,93,2,2,0,0.315789473684211,0.785714285714286,0.550751879699248,46.5
"C3","801",18,18,7,5,9,7,5,174,2,2,0,0.5,0.4375,0.46875,87
"C3","801",23,21,5,1,0,13,5,121,4,3,0,0.477272727272727,1,0.738636363636364,60.5
"C3","801",19,36,7,4,5,3,5,175,4,3,0,0.654545454545455,0.375,0.514772727272727,87.5
"C3","801",30,29,8,4,3,0,5,117,3,3,11,0.491525423728814,0,0.245762711864407,64
"C3","801",30,14,4,3,31,2,5,144,3,2,0,0.318181818181818,0.0606060606060606,0.189393939393939,72
"B1","802",22,92,7,NA,28,94,5,157,4,4,69,0.807017543859649,0.770491803278688,0.788754673569169,113
"B1","802",17,67,13,NA,56,81,5,173,5,4,31,0.797619047619048,0.591240875912409,0.694429961765728,102
"B1","802",5,19,15,NA,36,106,4,114,3,3,89,0.791666666666667,0.746478873239437,0.769072769953052,101.5
"B1","802",10,67,11,NA,37,76,5,97,5,5,58,0.87012987012987,0.672566371681416,0.771348120905643,77.5
"B1","802",7,92,11,NA,56,61,5,153,4,4,162,0.929292929292929,0.521367521367521,0.725330225330225,157.5
"B1","802",8,88,10,NA,29,45,5,131,4,4,36,0.916666666666667,0.608108108108108,0.762387387387387,83.5
"C3","804",35,20,8,0,NA,NA,5,58,0,NA,NA,0.363636363636364,NA,NA,NA
"C3","804",40,24,5,1,0,0,5,63,4,2,0,0.375,NA,NA,31.5
"C3","804",22,10,9,2,1,5,5,82,1,1,1,0.3125,0.833333333333333,0.572916666666667,41.5
"C3","804",13,33,6,0,NA,NA,4,53,3,3,0,0.717391304347826,NA,NA,26.5
"C3","804",35,18,5,1,15,0,5,81,0,NA,NA,0.339622641509434,0,0.169811320754717,NA
"C3","804",13,16,7,1,0,0,5,137,4,1,0,0.551724137931034,NA,NA,68.5
"B3","805",18,63,8,4,0,3,5,128,4,3,5,0.777777777777778,1,0.888888888888889,66.5
"B3","805",17,85,3,2,0,6,5,117,3,3,7,0.833333333333333,1,0.916666666666667,62
"B3","805",62,60,5,3,6,2,5,136,4,4,4,0.491803278688525,0.25,0.370901639344262,70
"B3","805",35,31,9,2,17,4,5,160,4,4,4,0.46969696969697,0.19047619047619,0.33008658008658,82
"B3","805",33,47,6,2,20,8,5,124,4,4,0,0.5875,0.285714285714286,0.436607142857143,62
"B3","805",30,41,1,2,26,3,5,143,4,4,19,0.577464788732394,0.103448275862069,0.340456532297232,81
"B1","808",55,105,11,NA,40,57,5,35,5,4,85,0.65625,0.587628865979381,0.621939432989691,60
"B1","808",6,55,9,NA,57,60,5,70,5,5,19,0.901639344262295,0.512820512820513,0.707229928541404,44.5
"B1","808",46,73,14,NA,58,15,5,83,4,4,27,0.613445378151261,0.205479452054795,0.409462415103027,55
"B1","808",98,187,12,NA,8,19,5,80,3,4,70,0.656140350877193,0.703703703703704,0.679922027290448,75
"B1","808",10,12,11,NA,53,90,5,70,4,4,40,0.545454545454545,0.629370629370629,0.587412587412587,55
"B1","808",4,20,13,NA,43,66,5,45,4,4,45,0.833333333333333,0.605504587155963,0.719418960244648,45
"B3","810",51,39,7,4,21,8,4,52,0,NA,NA,0.433333333333333,0.275862068965517,0.354597701149425,NA
"B3","810",48,32,9,3,18,31,5,80,2,2,1,0.4,0.63265306122449,0.516326530612245,40.5
"B3","810",31,48,9,5,7,5,4,112,0,NA,NA,0.607594936708861,0.416666666666667,0.512130801687764,NA
"B3","810",47,39,2,1,0,0,5,100,2,1,0,0.453488372093023,NA,NA,50
"B3","810",13,29,6,3,0,9,5,154,2,2,21,0.69047619047619,1,0.845238095238095,87.5
"B3","810",29,13,8,4,12,31,5,127,1,1,0,0.30952380952381,0.720930232558139,0.515227021040975,63.5
"C3","820",6,2,7,2,52,0,5,141,1,1,13,0.25,0,0.125,77
"C3","820",38,26,7,2,1,9,5,239,1,1,14,0.40625,0.9,0.653125,126.5
"C3","820",14,17,7,3,68,12,5,138,0,NA,NA,0.548387096774194,0.15,0.349193548387097,NA
"C3","820",7,11,8,1,17,0,5,175,4,3,27,0.611111111111111,0,0.305555555555556,101
"C3","820",7,35,8,2,3,18,5,168,3,3,24,0.833333333333333,0.857142857142857,0.845238095238095,96
"C3","820",11,32,6,2,3,6,5,183,3,3,20,0.744186046511628,0.666666666666667,0.705426356589147,101.5
"B3","821",52,20,4,1,19,37,5,112,4,4,0,0.277777777777778,0.660714285714286,0.469246031746032,56
"B3","821",105,21,3,2,29,0,5,78,2,2,0,0.166666666666667,0,0.0833333333333333,39
"B3","821",82,18,4,4,6,0,5,146,4,4,24,0.18,0,0.09,85
"B3","821",34,27,4,1,0,0,5,91,4,4,41,0.442622950819672,NA,NA,66
"B3","821",52,24,5,2,19,2,5,43,5,5,4,0.315789473684211,0.0952380952380952,0.205513784461153,23.5
"B3","821",41,24,4,3,30,1,5,129,4,4,29,0.369230769230769,0.032258064516129,0.200744416873449,79
"A4","832",40,19,8,2,1,0,5,78,1,0,NA,0.322033898305085,0,0.161016949152542,NA
"A4","832",14,12,10,0,NA,NA,5,63,0,NA,NA,0.461538461538462,NA,NA,NA
"A4","832",33,6,5,4,5,0,5,60,2,1,0,0.153846153846154,0,0.0769230769230769,30
"A4","832",12,25,8,3,2,0,5,105,3,2,0,0.675675675675676,0,0.337837837837838,52.5
"A4","832",54,5,4,1,1,0,5,22,4,3,0,0.0847457627118644,0,0.0423728813559322,11
"A4","832",33,25,8,3,0,0,5,33,0,NA,2,0.431034482758621,NA,NA,17.5
"B2","837",0,200,2,0,100,0,5,97,5,5,33,1,0,0.5,65
"B2","837",89,0,1,0,100,0,5,87,5,4,29,0,0,0,58
"B2","837",144,53,6,2,71,53,5,84,5,4,39,0.269035532994924,0.42741935483871,0.348227443916817,61.5
"B2","837",120,54,7,1,56,44,5,64,3,3,19,0.310344827586207,0.44,0.375172413793103,41.5
"B2","837",107,23,6,2,100,29,5,29,2,2,4,0.176923076923077,0.224806201550388,0.200864639236732,16.5
"B2","837",133,38,4,1,89,51,4,65,0,NA,NA,0.222222222222222,0.364285714285714,0.293253968253968,NA
"B2","843",175,72,10,4,128,31,5,49,5,5,0,0.291497975708502,0.19496855345912,0.243233264583811,24.5
"B2","843",62,41,9,3,78,71,5,38,4,3,0,0.398058252427184,0.476510067114094,0.437284159770639,19
"B2","843",117,91,6,3,70,63,5,44,4,2,11,0.4375,0.473684210526316,0.455592105263158,27.5
"B2","843",81,49,5,5,35,37,5,22,3,3,8,0.376923076923077,0.513888888888889,0.445405982905983,15
"B2","843",117,57,2,5,38,37,5,54,3,3,0,0.327586206896552,0.493333333333333,0.410459770114943,27
"B2","843",86,46,9,5,79,39,5,71,0,NA,NA,0.348484848484849,0.330508474576271,0.33949666153056,NA
"C3","850",12,3,6,4,2,1,5,113,3,3,2,0.2,0.333333333333333,0.266666666666667,57.5
"C3","850",17,7,9,5,22,8,5,124,2,2,0,0.291666666666667,0.266666666666667,0.279166666666667,62
"C3","850",7,7,7,4,1,5,5,113,3,3,0,0.5,0.833333333333333,0.666666666666667,56.5
"C3","850",3,22,7,5,0,0,5,83,3,3,1,0.88,NA,NA,42
"C3","850",3,14,9,3,0,0,5,106,3,3,0,0.823529411764706,NA,NA,53
"C3","850",3,4,5,5,21,10,5,105,5,5,5,0.571428571428571,0.32258064516129,0.447004608294931,55
"B3","852",45,38,9,1,46,0,5,66,5,5,2,0.457831325301205,0,0.228915662650602,34
"B3","852",31,52,8,3,0,0,5,118,4,4,60,0.626506024096386,NA,NA,89
"B3","852",66,21,8,4,0,1,5,69,4,4,3,0.241379310344828,1,0.620689655172414,36
"B3","852",42,17,9,3,3,0,5,100,4,5,2,0.288135593220339,0,0.144067796610169,51
"B3","852",36,29,8,2,16,0,5,101,4,3,20,0.446153846153846,0,0.223076923076923,60.5
"B3","852",62,18,7,3,24,23,5,125,5,5,3,0.225,0.48936170212766,0.35718085106383,64
"B2","853",67,68,8,1,174,54,5,192,5,5,98,0.503703703703704,0.236842105263158,0.370272904483431,145
"B2","853",114,77,5,2,58,37,5,105,5,4,104,0.403141361256544,0.389473684210526,0.396307522733535,104.5
"B2","853",56,112,5,3,65,100,5,173,4,3,42,0.666666666666667,0.606060606060606,0.636363636363636,107.5
"B2","853",53,88,8,2,25,15,4,95,3,NA,64,0.624113475177305,0.375,0.499556737588652,79.5
"B2","853",103,64,9,3,61,22,5,142,4,4,78,0.383233532934132,0.265060240963855,0.324146886948994,110
"B2","853",116,36,5,3,62,22,5,169,4,4,161,0.236842105263158,0.261904761904762,0.24937343358396,165
"B3","859",14,51,6,4,17,0,5,85,5,3,0,0.784615384615385,0,0.392307692307692,42.5
"B3","859",42,62,5,2,1,0,4,89,3,3,0,0.596153846153846,0,0.298076923076923,44.5
"B3","859",42,65,5,2,12,0,5,166,4,2,7,0.607476635514019,0,0.303738317757009,86.5
"B3","859",26,53,6,4,0,0,5,171,5,5,3,0.670886075949367,NA,NA,87
"B3","859",52,43,2,2,3,1,5,154,4,4,16,0.452631578947368,0.25,0.351315789473684,85
"B3","859",30,18,4,3,2,1,5,123,4,4,2,0.375,0.333333333333333,0.354166666666667,62.5
"B2","879",106,53,7,3,193,74,5,100,5,5,0,0.333333333333333,0.277153558052434,0.305243445692884,50
"B2","879",111,46,7,2,118,23,5,125,4,5,21,0.292993630573248,0.163120567375887,0.228057098974567,73
"B2","879",176,56,6,5,52,50,5,123,4,4,6,0.241379310344828,0.490196078431373,0.3657876943881,64.5
"B2","879",131,45,9,4,75,22,5,78,0,NA,NA,0.255681818181818,0.22680412371134,0.241242970946579,NA
"B2","879",174,86,7,5,81,64,5,63,3,1,0,0.330769230769231,0.441379310344828,0.386074270557029,31.5
"B2","879",129,68,6,5,42,19,5,93,0,NA,NA,0.345177664974619,0.311475409836066,0.328326537405342,NA
"B1","882",4,77,12,NA,4,32,5,69,5,4,0,0.950617283950617,0.888888888888889,0.919753086419753,34.5
"B1","882",27,55,10,NA,0,2,5,118,4,4,0,0.670731707317073,1,0.835365853658537,59
"B1","882",6,115,9,NA,0,0,5,11,5,5,0,0.950413223140496,NA,NA,5.5
"B1","882",4,149,10,NA,7,1,5,86,5,5,0,0.973856209150327,0.125,0.549428104575163,43
"B1","882",143,53,7,NA,9,0,5,51,4,3,0,0.270408163265306,0,0.135204081632653,25.5
"B1","882",85,82,14,NA,47,12,NA,NA,3,3,0,0.491017964071856,0.203389830508475,0.347203897290165,NA
"B3","882",59,27,4,3,0,0,5,94,5,5,0,0.313953488372093,NA,NA,47
"B3","882",37,9,5,4,0,0,5,77,2,5,0,0.195652173913043,NA,NA,38.5
"B3","882",76,40,8,2,79,0,5,101,5,3,0,0.344827586206897,0,0.172413793103448,50.5
"B3","882",64,6,6,4,9,0,5,70,3,1,0,0.0857142857142857,0,0.0428571428571429,35
"B3","882",19,15,4,3,1,0,3,61,3,1,0,0.441176470588235,0,0.220588235294118,30.5
"B3","882",44,24,2,3,3,0,5,98,4,2,0,0.352941176470588,0,0.176470588235294,49
"B3","897",29,57,6,2,72,0,5,56,4,2,0,0.662790697674419,0,0.331395348837209,28
"B3","897",41,63,7,2,0,0,5,70,3,2,0,0.605769230769231,NA,NA,35
"B3","897",45,36,6,2,4,1,5,90,4,2,0,0.444444444444444,0.2,0.322222222222222,45
"B3","897",24,42,3,0,100,0,5,72,3,2,NA,0.636363636363636,0,0.318181818181818,NA
"B3","897",29,26,4,0,100,0,5,84,4,2,0,0.472727272727273,0,0.236363636363636,42
"B3","897",17,28,8,1,6,1,5,92,4,0,NA,0.622222222222222,0.142857142857143,0.382539682539683,NA
"C3","900",33,21,7,4,3,29,5,174,5,4,50,0.388888888888889,0.90625,0.647569444444444,112
"C3","900",5,7,5,2,6,22,5,236,5,5,52,0.583333333333333,0.785714285714286,0.68452380952381,144
"C3","900",10,11,10,5,0,12,5,165,5,5,18,0.523809523809524,1,0.761904761904762,91.5
"C3","900",4,12,7,5,29,7,5,141,3,3,10,0.75,0.194444444444444,0.472222222222222,75.5
"C3","900",4,47,7,4,7,11,5,144,5,5,23,0.92156862745098,0.611111111111111,0.766339869281046,83.5
"C3","900",8,25,7,4,0,1,5,140,5,5,134,0.757575757575758,1,0.878787878787879,137
"B2","907",92,83,10,2,137,27,5,108,3,3,21,0.474285714285714,0.164634146341463,0.319459930313589,64.5
"B2","907",123,79,8,1,201,49,5,212,3,2,2,0.391089108910891,0.196,0.293544554455446,107
"B2","907",111,75,7,1,89,63,5,142,5,5,100,0.403225806451613,0.414473684210526,0.40884974533107,121
"B2","907",106,70,8,3,36,15,5,177,2,2,16,0.397727272727273,0.294117647058824,0.345922459893048,96.5
"B2","907",91,95,7,1,83,31,4,69,0,NA,NA,0.510752688172043,0.271929824561404,0.391341256366723,NA
"B2","907",134,135,7,1,107,57,5,143,4,4,61,0.50185873605948,0.347560975609756,0.424709855834618,102
"B3","908",12,73,6,4,25,0,5,83,2,2,0,0.858823529411765,0,0.429411764705882,41.5
"B3","908",36,70,5,2,13,0,5,54,4,3,0,0.660377358490566,0,0.330188679245283,27
"B3","908",30,36,6,2,0,0,4,90,4,4,0,0.545454545454545,NA,NA,45
"B3","908",16,56,5,5,2,0,5,90,4,4,12,0.777777777777778,0,0.388888888888889,51
"B3","908",26,25,7,2,2,0,5,138,4,4,31,0.490196078431373,0,0.245098039215686,84.5
"B3","908",23,13,6,2,3,0,5,100,2,2,0,0.361111111111111,0,0.180555555555556,50
"A3","91",77,14,6,0,100,0,5,45,4,4,0,0.153846153846154,0,0.0769230769230769,22.5
"A3","91",45,43,4,0,100,0,4,74,3,3,0,0.488636363636364,0,0.244318181818182,37
"A3","91",54,38,5,0,100,0,5,50,5,5,1,0.41304347826087,0,0.206521739130435,25.5
"A3","91",80,39,6,3,24,39,5,83,4,4,0,0.327731092436975,0.619047619047619,0.473389355742297,41.5
"A3","91",44,28,3,5,29,3,5,62,4,4,0,0.388888888888889,0.09375,0.241319444444444,31
"A3","91",18,58,7,4,37,35,5,61,3,3,0,0.763157894736842,0.486111111111111,0.624634502923977,30.5
"B2","913",94,108,5,3,60,88,5,298,5,5,194,0.534653465346535,0.594594594594595,0.564624029970565,246
"B2","913",48,148,6,5,91,101,5,126,5,5,116,0.755102040816326,0.526041666666667,0.640571853741497,121
"B2","913",101,115,8,2,19,53,5,248,3,3,40,0.532407407407407,0.736111111111111,0.634259259259259,144
"B2","913",48,130,9,5,69,82,4,198,4,4,89,0.730337078651685,0.543046357615894,0.63669171813379,143.5
"B2","913",26,148,7,5,65,66,5,124,4,4,67,0.850574712643678,0.50381679389313,0.677195753268404,95.5
"B2","913",32,108,10,3,38,38,5,232,5,5,193,0.771428571428571,0.5,0.635714285714286,212.5
"B3","93",19,62,9,5,2,4,4,133,4,4,3,0.765432098765432,0.666666666666667,0.716049382716049,68
"B3","93",52,143,1,4,3,6,5,171,4,4,54,0.733333333333333,0.666666666666667,0.7,112.5
"B3","93",25,33,8,4,10,17,5,173,5,5,10,0.568965517241379,0.62962962962963,0.599297573435504,91.5
"B3","93",4,50,8,5,2,15,4,160,4,3,35,0.925925925925926,0.882352941176471,0.904139433551198,97.5
"B3","93",21,26,8,4,3,3,5,195,4,4,12,0.553191489361702,0.5,0.526595744680851,103.5
"B3","93",31,23,9,4,26,12,5,195,5,5,13,0.425925925925926,0.315789473684211,0.370857699805068,104
